name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
بي,320,2004,86000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,5,نقدا فقط ,للبيع أو التبديل ,1
اوبل,اسكونا,1982,14000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5,نقدا فقط ,للبيع فقط ,1
سوبارو,امبريزا,2005,45000,أبيض,بنزين,تدريبسياقة,فلسطينية,عادي,الكتروني,1600,133,5,نقدا فقط ,للبيع فقط ,4
هوندا,سيفيك,2008,53000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
فورد,ترانزيت,1992,15000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,2500,8,نقدا فقط ,للبيع فقط ,6
فولكسفاجن,CC,2014,125000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
سوبارو,عريض,1992,18500,أبيضعاجي,بنزين,عمومي,فلسطينية,عادي,يدوي,1600,75000,5,نقدا فقط ,للبيع فقط ,7
فولكسفاجن,كادي,2014,95000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,7,إمكانية التقسيط ,للبيع فقط ,1
كيا,سبورتاج,2016,98000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,98000,5,نقدا فقط ,للبيع أو التبديل ,1
بيجو,بارتنر,2016,77000,بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,7,,نقدا فقط ,
اوبل,استرا,2004,42000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,5,إمكانية التقسيط ,للبيع أو التبديل ,5
سوبارو,امبريزا,2001,2500,أبيض,بنزين,خصوصي,نمرةصفراء,اوتوماتيك,الكتروني,1600,300,5,نقدا فقط ,للبيع أو التبديل ,1
كيا,بيكانتو,2015,49000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,25000,5,نقدا فقط ,للبيع فقط ,
فولكسفاجن,جيتا,2008,62000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,1900,1,نقدا فقط ,للبيع أو التبديل ,1
هوندا,توسان,2007,50000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,,إمكانية التقسيط ,
كيا,برايد,2015,71000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,11467,5,نقدا فقط ,للبيع فقط ,2
فورد,فيستا,2012,43000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,35000,5,نقدا فقط ,للبيع أو التبديل ,1
هونداي,كليك,2006,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,5,نقدا فقط ,للبيع فقط ,1
دايو,ماتيز,2002,14000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,120,5,إمكانية التقسيط ,للبيع فقط ,2
اوبل,استرا,2000,36500,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,180000,5,نقدا فقط ,للبيع فقط ,3
كيا,برايد,2007,42000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,160,5,نقدا فقط ,للبيع فقط ,3
كيا,ريو,2010,33000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,1500,5,نقدا فقط ,للبيع فقط ,3
كيا,سيراتو,2017,90000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,44000,5,إمكانية التقسيط ,للبيع فقط ,1
اوبل,استرا,2014,62000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,100000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,كبينة,1983,75000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,1900,7,إمكانية التقسيط ,للبيع أو التبديل ,4
مرسيدس,250,1999,33000,أبيضعاجي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,44000,5,إمكانية التقسيط ,للبيع فقط ,3
سكودا,اوكتافيا,2016,95000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,50000,5,نقدا فقط ,للبيع أو التبديل ,1
هونداي,فيرنا,2007,42999,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع أو التبديل ,3
اوبل,كورسا,2012,55000,كرميدي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000,5,نقدا فقط ,للبيع فقط ,2
هونداي,اكسنت,2007,40000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,1400,4,إمكانية التقسيط ,للبيع فقط ,4
فولكسفاجن,كرافيل,1998,45000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,8,إمكانية التقسيط ,للبيع أو التبديل ,1
بي,316,1987,25000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5,إمكانية التقسيط ,للتبديل فقط ,5
مرسيدس,519,2012,16800,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2996,2996,6,,نقدا فقط ,
فولكسفاجن,كادي,2015,107000,أسودميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,7,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,الانترا,2005,32000,أبيض,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,32000,5,نقدا فقط ,للبيع فقط ,1
بيجو,205,1999,23000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,7
فورد,فوكس,2014,100000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,4,إمكانية التقسيط ,للبيع أو التبديل ,1
ميتسوبيشي,لانسر,2000,35000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,2
فولكسفاجن,جولف,2000,42000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,جولف,2008,58000,أسودميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,1
رينو,R9,1982,7000,سكني,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,1400,5,إمكانية التقسيط ,للبيع أو التبديل ,4
كيا,سيراتو,2014,77000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,39000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,توران,2009,78500,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,1900,7,نقدا فقط ,للبيع أو التبديل ,1
كيا,اوبتيما,2013,102000,أبيضعاجي,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,2000,50000,5,نقدا فقط ,للبيع فقط ,1
بي,320,2012,158000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,67000,5,نقدا فقط ,للبيع فقط ,2
سكودا,اوكتافيا,2015,97000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80000,5,نقدا فقط ,للبيع فقط ,1
دايو,ماتيز,2002,17000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,100000,5,نقدا فقط ,للبيع فقط ,5
اوبل,كورسا,2014,55000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,75000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,CC,2011,98000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,200000,5,إمكانية التقسيط ,للبيع فقط ,2
هونداي,اكسنت,2007,39000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,200000,5,نقدا فقط ,للبيع أو التبديل ,4
فولكسفاجن,بورا,2003,4200,أحمر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1950,1950,5,نقدا فقط ,للبيع فقط ,4
فولكسفاجن,كادي,2008,76000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,350000,7,إمكانية التقسيط ,للبيع أو التبديل ,2
فولكسفاجن,باسات,2000,33000,سكني,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1900,120000,5,إمكانية التقسيط ,للبيع أو التبديل ,5
هونداي,توسان,2013,95000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,58700,5,إمكانية التقسيط ,للبيع أو التبديل ,1
كيا,مورننغ,2015,33000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,36000,5,نقدا فقط ,للبيع فقط ,1
ميتسوبيشي,لاندر,2008,89000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2400,2400,9,,نقدا فقط ,
كيا,اوبتيما,2013,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,إمكانية التقسيط ,للبيع فقط ,1
شفروليه,اوبترا,2007,37000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,6,,إمكانية التقسيط ,
بيجو,بارتنر,2008,53000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,إمكانية التقسيط ,للبيع أو التبديل ,4
كيا,كاميرا,2016,115000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,48000,5,نقدا فقط ,للبيع فقط ,1
هونداي,توسان,2011,78000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,5,إمكانية التقسيط ,للبيع فقط ,1
كيا,سييد,2009,45000,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,190000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
فولكسفاجن,بولو,2006,40000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,,نقدا فقط ,
كيا,سيراتو,2006,43500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,95000,5,نقدا فقط ,للبيع أو التبديل ,3
هونداي,i30,2008,49000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,9000,5,نقدا فقط ,للبيع أو التبديل ,1
هونداي,توسان,2014,95000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,توران,2008,75000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,250000,5,إمكانية التقسيط ,للبيع فقط ,2
سكودا,اوكتافيا,2002,42000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,9977,5,إمكانية التقسيط ,للبيع فقط ,3
اودي,A4,2002,39500,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,300000,5,نقدا فقط ,للبيع فقط ,4
فيات,باندا,2010,38000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,144000,5,نقدا فقط ,للبيع فقط ,2
هونداي,i30,2012,80000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120,5,إمكانية التقسيط ,للبيع أو التبديل ,
فورد,فوكس,2012,56000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,106000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
كيا,سيراتو,2007,41000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع أو التبديل ,4
مرسيدس,C180,2005,69000,زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,1800,5,نقدا فقط ,للبيع فقط ,3
هونداي,توسان,2016,108000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,نقدا فقط ,للبيع فقط ,1
ستروين,بيرلينجو,2013,70000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,152000,5,إمكانية التقسيط ,للبيع فقط ,4
كيا,سورينتو,2016,158000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,60000,7,إمكانية التقسيط ,للبيع أو التبديل ,3
هونداي,اكسنت,2013,60000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,47000,5,نقدا فقط ,للبيع أو التبديل ,1
سيت,توليدو,2006,30000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1900,5,إمكانية التقسيط ,للبيع أو التبديل ,4
مرسيدس,220,2006,47000,أبيض,ديزل,عمومي,فلسطينية,نصفاوتوماتيك,الكتروني,2200,350000,5,إمكانية التقسيط ,للبيع فقط ,6
رينو,R9,1986,12000,أبيض,بنزين,تدريبسياقة,فلسطينية,عادي,يدوي,1250,75458,5,إمكانية التقسيط ,للبيع فقط ,5
ميتسوبيشي,باجيرو,2008,130000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,200,7,إمكانية التقسيط ,للبيع أو التبديل ,1
بي,x1,2013,130000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,بولو,2008,51000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,97000,5,نقدا فقط ,للبيع فقط ,3
كيا,ريو,2012,47000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1400,360000,5,نقدا فقط ,للبيع فقط ,5
مازدا,3,2015,89000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,1500,6,,نقدا فقط ,
سكودا,فابيا,2011,60000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,162000,5,نقدا فقط ,للبيع فقط ,1
مرسيدس,قلاب,1979,60000,أخضر,ديزل,خصوصي,فلسطينية,عادي,يدوي,3000,,3,إمكانية التقسيط ,للبيع أو التبديل ,4
اوبل,كورسا,2003,30000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,5,نقدا فقط ,للبيع فقط ,3
لاندروفر,ديسكفري,2016,320000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,14000,7,نقدا فقط ,للبيع فقط ,1
بيجو,بارتنر,2011,59000,أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200,5,إمكانية التقسيط ,للبيع أو التبديل ,2
